treat,hra_c_yr1,male,age50,age37_49,white,sickleave_0815_0716,sickleave_0816_0717,sickleave_0816_0119,sickdays_eligible_0815_0716,sickdays_eligible_0816_0717,sickdays_eligible_0816_0119,gym_0815_0716,gym_0816_0717,gym_0816_0119,promotion_0616_0717,promotion_0616_0119,titleChange_0616_0717,titleChange_0616_0119,salaryRaise_0616_0717,salaryRaise_0616_0119,salary_0616,terminated_0717,terminated_0119,prod_index_yr0,prod_index_yr1,prod_index_yr2
1,1,0,0,0,1,.5,2.5,1.283404,365,365,711,0,0,.4,0,,,,,,,0,1,-.2593851,-.8601317,
0,,1,0,0,0,5,9,13.80423,365,365,899,79,57,26.8,0,0,,,,,,0,0,-1.028516,-1.898327,-2.406467
1,1,0,0,1,1,2,2,2.43604,365,365,899,0,0,0,0,0,,,,,,0,0,-.6709458,-3.901284,-4.575113
0,,1,0,1,1,0,0,.60901,365,365,899,0,0,0,0,0,,,,,,0,0,-.0683936,.8926308,.7935182
1,1,0,1,0,1,1.25,6.25,6.648359,365,365,899,0,0,0,0,0,,,,,,0,0,1.151065,-.8890439,-.9355445
1,0,1,1,0,1,8.7875,7.4625,16.29102,365,365,899,0,0,0,0,0,,,,,,0,0,-.6556809,,
1,0,0,0,0,0,0,0,0,365,365,713,0,0,.4,0,,,,,,,0,1,2.017375,-1.950963,
1,0,0,0,0,1,0,2.5,3.65406,365,365,899,0,0,0,0,0,,,,,,0,0,1.672997,,
0,,1,1,0,1,7.7,9.2,15.16993,365,365,899,0,0,0,0,0,,,,,,0,0,-.2280021,,
0,,1,0,0,1,1,0,0,365,365,899,0,0,0,1,1,,,,,,0,0,-.4476591,1.226096,.5289324
0,,0,1,0,1,10.38625,11.8125,11.88498,365,365,548,0,0,0,0,,,,,,,0,1,-.7818046,-1.004725,
0,,0,0,1,0,0,9.1875,3.730186,365,365,899,0,0,0,0,0,,,,,,0,0,1.174226,,
0,,1,0,1,1,11,17,15.42825,365,365,899,0,0,0,1,1,,,,,,0,0,-.914311,1.747545,.6362376
0,,0,0,0,1,0,0,19.48832,365,365,899,2,0,0,1,0,,,,,,0,0,.1781779,2.279636,.0962146
0,,0,0,0,1,21,24.5,19.28532,365,365,899,0,0,0,0,0,,,,,,0,0,-1.4814,-2.059503,-2.493415
0,,0,1,0,1,7,10.5,11.77419,365,365,899,0,0,0,0,0,,,,,,0,0,.3890408,.8736493,.8210353
1,0,0,1,0,0,12.6125,0,0,365,0,0,0,0,0,,,,,,,,1,1,-1.597179,,
1,1,0,1,0,1,10.125,9,8.52614,365,365,899,0,0,0,0,0,,,,,,0,0,.4758648,,
1,1,0,1,0,0,39,0,0,365,365,440,0,0,0,0,,,,,,,0,1,-3.471539,-3.786784,
1,0,1,1,0,1,8.5,8.5,4.87208,365,365,899,0,0,0,0,0,,,,,,0,0,.6437441,.8825203,.8881605
1,1,0,1,0,1,0,.5,.2030033,365,365,899,0,0,0,0,0,,,,,,0,0,3.74572,-.1860217,-.9127372
1,1,0,1,0,1,11.25,11.25,10.82008,365,365,899,0,0,0,1,1,,,,,,0,0,-2.207724,3.085669,2.228841
1,0,0,0,1,1,0,2.5625,1.421023,365,365,899,0,0,0,0,1,,,,,,0,0,.519197,.9981145,2.167161
1,1,1,0,0,1,5,0,0,365,365,899,0,10,8.4,0,0,,,,,,0,0,1.395499,.9998506,.9592147
1,1,0,0,1,1,6.5,.5,5.684093,365,365,899,0,0,0,0,0,,,,,,0,0,-2.359691,-2.496001,-3.093148
0,,1,1,0,1,3.5,9,7.511124,365,365,899,0,0,0,0,0,,,,,,0,0,.4161425,.8580366,.7208086
0,,1,0,1,0,2.5,4.5,3.857063,365,365,899,0,0,0,0,0,,,,,,0,0,.8751042,-.2174932,-.3916613
0,,0,0,0,1,9.5,4.5,2.233037,365,365,899,0,0,0,1,1,,,,,,0,0,-.1227415,1.548986,.6650845
1,0,0,1,0,1,5.5,9.5,11.36819,365,365,899,0,0,0,0,0,,,,,,0,0,-1.310299,-.5420036,-.6655232
0,,1,0,1,0,0,0,0,365,181,181,0,0,0,,,,,,,,1,1,.9273545,,
1,0,0,0,0,1,4.5,12.8125,10.48005,365,365,899,8,6,4,1,1,,,,,,0,0,.2037443,1.654795,.9470607
1,1,0,1,0,1,11.5,4.5,7.91713,365,365,899,0,0,0,0,0,,,,,,0,0,.1304027,.7622409,.576619
1,0,1,0,0,1,0,0,0,350,365,744,107,109,89.2,0,,,,,,,0,1,.5427063,-.9937331,
0,,1,0,1,1,1.5,17.6875,10.7338,365,365,899,0,0,0,0,0,,,,,,0,0,.8491581,-1.04976,-1.395717
1,0,1,1,0,1,17.5,13.6,16.24195,365,365,668,0,0,0,0,,,,,,,0,1,-2.931412,,
1,1,0,1,0,0,9.96875,4.625,3.603309,365,365,899,0,0,1.2,0,0,,,,,,0,0,-.88542,-1.320931,-1.743336
1,0,1,0,0,1,0,0,.8120133,365,365,899,0,2,8,1,1,,,,,,0,0,.5427063,.3447331,-1.02511
1,0,0,0,0,0,18.25,7.28125,11.85032,365,365,899,0,0,0,1,1,,,,,,0,0,-.6488711,,
1,1,0,0,1,1,6.5,2,2.030033,365,365,899,13,10,14,0,0,,,,,,0,0,1.251261,.9392391,.9027455
1,0,1,0,0,1,0,0,0,365,0,0,0,0,0,,,,,,,,1,1,2.499578,,
0,,0,0,0,1,6.625,21.25,15.61857,365,365,899,0,0,.4,0,0,,,,,,0,0,-1.780117,-.8718122,-1.475926
1,1,0,1,0,0,7.8125,9.3825,10.53384,365,365,899,150,119,148.8,0,0,,,,,,0,0,-.0611123,-.9920344,-1.366101
1,1,1,0,0,1,0,0,1.21802,365,365,899,54,59,65.2,0,0,,,,,,0,0,.6334994,-.7592157,-.8174779
1,0,1,0,1,1,10.1625,10.425,10.66275,365,365,899,0,0,0,0,0,,,,,,0,0,.9659966,,
0,,1,0,1,1,1.19281,3.5625,3.298804,153,365,899,0,0,0,1,1,,,,,,0,0,.4483666,2.537096,1.50023
1,0,1,1,0,0,0,0,0,135,365,899,0,0,0,0,0,,,,,,0,0,4.937681,,
1,0,1,0,0,1,0,0,0,365,60,60,0,0,0,,,,,,,,1,1,1.057406,,
0,,0,0,0,1,5.35,5.65,2.953699,365,365,899,0,0,0,0,1,,,,,,0,0,.1894301,.633365,1.847348
1,1,0,0,1,1,1.5,12,9.338154,365,365,899,0,0,0,0,0,,,,,,0,0,.0445052,.6554861,.5674713
1,1,1,0,1,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,.0345022,.2495345,.0268072
1,0,1,1,0,1,8.5,18.5,11.9772,365,365,899,1,0,0,1,1,,,,,,0,0,.2804643,3.154485,2.429944
1,1,1,0,0,1,2.870447,2,8.120133,151,365,899,0,0,0,0,1,,,,,,0,0,.2041894,-1.431317,-.4993337
1,1,1,1,0,1,5,4.5,1.82703,365,365,899,11,48,20.8,0,0,,,,,,0,0,-.4084925,-2.102204,-2.433686
1,1,1,1,0,1,.5,2.5,1.015017,365,365,899,0,0,0,0,1,,,,,,0,0,.9984905,-.7550784,.3629488
0,,0,0,1,1,17.49379,11.1,9.835512,181,365,899,0,0,0,0,1,,,,,,0,0,-.5407509,.8337082,2.059844
0,,0,0,1,1,1.857695,6.5,9.602057,307,365,899,0,0,0,1,1,,,,,,0,0,-.5584499,2.937644,1.981226
1,1,0,0,1,1,0,0,0,365,365,899,3,8,4,0,0,,,,,,0,0,1.973751,,
1,1,1,0,1,1,28,3,5.48109,365,365,899,0,0,0,0,0,,,,,,0,0,-.2755147,-3.354712,-4.096814
0,,0,1,0,1,.9375,1.875,2.968924,365,365,899,0,0,0,0,0,,,,,,0,0,-1.559059,-2.83542,-3.480742
1,0,1,0,1,1,9,0,0,365,11,11,0,0,0,,,,,,,,1,1,-.2884095,,
1,1,0,0,0,0,0,6,5.684093,41,365,899,0,0,0,,,,,,,,0,0,,,
1,1,1,1,0,1,8.4375,3.40625,5.379589,365,365,899,0,0,0,0,0,,,,,,0,0,-.8695102,-.3603258,-.5469077
1,1,1,0,1,1,0,0,0,365,365,899,27,24,9.6,0,,,,,,,0,0,.8094885,-4.845507,
1,1,0,0,0,0,13,0,0,365,342,342,0,0,0,,,,,,,,1,1,-1.407684,,
1,1,0,0,1,1,10,2.5,1.421023,365,365,899,0,0,0,1,1,,,,,,0,0,.1606184,3.648135,2.946713
1,1,0,0,0,1,.46875,1.40625,1.712841,365,365,899,0,0,0,0,1,,,,,,0,0,-.2575294,-1.471518,-.5408534
0,,0,1,0,1,0,0,.8120133,365,365,899,140,155,164.4,1,1,,,,,,0,0,.7448389,3.260188,1.827075
0,,1,0,1,1,2.5,3.5,3.248053,365,365,899,0,0,0,0,0,,,,,,0,0,.4319502,1.007272,.8774513
1,0,1,1,0,1,0,0,0,365,365,899,0,0,0,0,1,,,,,,0,0,3.543758,1.360713,2.559594
1,0,0,1,0,1,5.5,5.5,4.26307,365,365,899,0,0,.4,0,0,,,,,,0,0,1.641194,1.317143,1.26977
1,1,0,0,1,1,8.8125,15.46875,15.59319,365,365,899,0,0,0,0,1,,,,,,0,0,-2.73209,-.9382949,.1871918
1,1,0,1,0,1,3.5,1,1.421023,365,365,899,0,0,0,0,1,,,,,,0,0,.6530376,-.0831404,.9558983
1,0,1,0,0,1,0,4,1.624027,365,365,899,0,0,0,0,0,,,,,,0,0,.4955589,,
0,,0,0,1,1,13.4375,11.9375,15.3775,365,365,899,0,0,0,0,0,,,,,,0,0,.4191277,.8356202,.7843211
0,,1,1,0,1,6.5625,9.025,12.27663,365,365,899,0,0,0,0,0,,,,,,0,0,-.355643,,
1,1,0,1,0,1,20.24125,34.20625,20.84997,365,365,899,0,0,0,0,1,,,,,,0,0,-1.443185,-.1166469,1.254962
1,0,0,0,1,1,12.7875,7.6,9.896413,365,365,899,0,0,0,0,1,,,,,,0,0,-1.196973,-.6598963,.4608321
1,1,0,1,0,1,9.15,9.95,13.49465,365,365,899,0,0,0,0,1,,,,,,0,0,-.8690092,-1.075519,.000656
0,,1,0,1,1,17.4375,17.1875,13.98693,365,365,899,0,0,0,0,0,,,,,,0,0,-.6114969,-2.006889,-2.367095
1,1,0,1,0,1,10,8,3.857063,365,365,899,0,0,0,0,0,,,,,,0,0,-1.876655,-1.333014,-1.745586
0,,1,0,0,1,8.868595,12.4125,9.911638,363,365,899,0,5,2,1,1,,,,,,0,0,-.1643542,2.417218,1.310083
1,0,0,1,0,1,3,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,.7682637,.8583813,.8525404
0,,0,0,0,1,4,4,2.842047,365,365,899,0,0,10,0,0,,,,,,0,0,.4501551,-.6689944,-1.100308
0,,0,0,0,1,4.6875,8.25,11.84185,365,365,707,0,0,0,1,,,,,,,0,1,.9059604,.0333829,
1,0,1,0,0,0,6.5,3.5,5.075083,365,365,899,1,8,13.2,0,0,,,,,,0,0,.1716702,-1.037521,-1.165531
1,0,0,0,1,1,7,5,2.43604,365,365,899,0,0,0,0,0,,,,,,0,0,1.848769,.0824831,.1901393
1,0,1,1,0,1,1.508264,8.5,10.15017,121,365,899,0,0,0,1,1,,,,,,0,0,.7416943,,
1,0,0,1,0,0,9.5,0,0,365,152,152,0,0,0,,,,,,,,1,1,-.9477491,,
1,1,1,1,0,1,5.5,10,11.16518,365,365,899,18,13,10,0,0,,,,,,0,0,-.1270692,-.8205231,-1.114228
1,1,0,0,1,1,1.5,.5,.60901,365,365,899,86,18,7.6,0,,,,,,,0,0,-.2645861,.3771702,
0,,0,0,1,1,5.1875,8.208236,8.208236,365,214,214,0,0,0,,,,,,,,1,1,-1.054899,,
1,1,0,1,0,1,20.955,3.75,4.516824,365,365,899,0,0,0,0,1,,,,,,0,0,-1.627937,-.464595,.7100926
0,,0,0,0,1,12.5,0,.8120133,365,365,899,0,0,0,0,0,,,,,,0,0,-.7785354,.4380374,.3171143
1,1,0,0,0,1,0,0,0,350,365,899,44,21,10,0,0,,,,,,0,0,.593083,-.1195741,-.331919
1,1,1,0,1,1,2,15,20.50334,365,365,899,0,0,0,0,0,,,,,,0,0,1.637875,,
1,1,0,0,1,1,4,7,5.278087,365,365,899,1,0,0,0,1,,,,,,0,0,1.352241,-.4231443,.6800127
1,1,1,0,0,1,5.5,3,2.030033,365,365,899,0,0,0,0,0,,,,,,0,0,2.04502,-.2043994,-.375315
1,0,0,1,0,1,2.5,0,0,365,365,899,0,0,0,,,,,,,,0,0,1.929811,,
1,1,0,0,0,0,4.825,5.5,4.608176,365,365,899,6,1,1.2,0,0,,,,,,0,0,-1.086887,,
1,0,1,0,0,1,0,0,0,365,0,0,0,0,0,,,,,,,,1,1,-.1871827,,
0,,1,1,0,1,23.275,13.0625,13.30803,365,365,517,0,0,0,0,,,,,,,0,1,-.8673409,,
0,,1,0,0,1,1,0,0,365,365,899,1,0,0,,,,,,,,0,0,.4874302,,
1,1,0,1,0,1,.96875,7.404057,7.404057,365,228,228,0,0,0,,,,,,,,1,1,-.6673434,,
1,1,1,0,0,0,0,0,0,365,365,899,1,51,20.4,,,,,,,,0,0,1.486585,,
1,1,0,0,1,1,56.505,11,5.684093,365,365,899,0,0,72,0,1,,,,,,0,0,-4.328156,-1.132839,-.3525662
1,0,1,0,1,1,0,0,0,365,365,899,0,0,.4,1,1,,,,,,0,0,.7229782,2.409111,1.475592
0,,0,1,0,1,32.625,12.63125,7.871455,365,365,899,0,0,0,0,0,,,,,,0,0,-2.196922,.5727538,.4923272
1,0,0,0,1,1,4.537293,7.4375,8.602266,181,365,899,0,0,0,0,1,,,,,,0,0,.982877,-.3030229,.8693994
1,0,0,0,1,1,0,0,0,365,365,899,66,76,79.6,0,1,,,,,,0,0,1.742348,,
1,1,0,0,1,1,10,7,5.684093,365,365,899,0,0,0,1,1,,,,,,0,0,-.9860457,2.279811,1.316648
1,1,0,0,0,1,6.5,12.5,14.41324,365,365,899,5,83,36.4,1,1,,,,,,0,0,-.4077115,2.845364,1.94842
0,,0,0,0,1,1,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,.5154963,1.534545,1.43561
0,,0,1,0,1,1,0,10.75918,365,365,899,0,0,0,0,0,,,,,,0,0,1.710447,.3713847,.2040617
1,0,0,0,0,0,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.207568,-.9938992,-1.123146
0,,1,0,1,1,0,0,0,365,365,720,2,0,0,,,,,,,,0,1,-.4983966,,
1,1,0,0,1,1,10.625,5.625,6.432668,365,365,899,0,0,0,0,1,,,,,,0,0,-.151394,1.391349,2.761842
1,1,0,1,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.536908,-.475426,-.7852247
0,,0,1,0,1,4.6875,1.875,.7612625,365,365,899,0,0,0,0,1,,,,,,0,0,.2456237,-.3102332,1.073244
1,0,0,1,0,1,0,2.125,7.942505,365,365,899,0,0,0,1,1,,,,,,0,0,-1.540123,.5233562,-.5224475
1,0,0,1,0,1,9.15,11.1125,11.02816,365,365,899,0,0,0,0,1,,,,,,0,0,-2.686247,,
0,,0,0,0,1,0,0,0,365,277,277,45,10,4,,,,,,,,1,1,.3345574,,
1,1,0,1,0,1,12.5625,11.1125,11.99242,365,365,899,0,0,0,0,0,,,,,,0,0,-2.116304,-1.458651,-1.770135
1,0,1,1,0,1,1.75,5.0625,7.91713,365,365,899,0,0,0,1,1,,,,,,0,0,-.5198834,,
1,0,1,1,0,1,2.5,2,2.233037,365,365,899,0,0,0,0,0,,,,,,0,0,.8390935,,
1,1,1,0,0,0,0,0,0,365,365,899,118,53,37.6,1,1,,,,,,0,0,1.171343,.5646123,-.596486
1,0,0,0,1,1,5.25,19.75,16.49134,365,365,729,0,0,0,0,,,,,,,0,1,-.8320075,,
1,1,1,0,0,1,8.5,0,0,365,321,321,0,0,0,,,,,,,,1,1,-1.149662,,
1,0,1,1,0,1,2.086509,11.625,5.734844,164,365,899,0,0,0,0,0,,,,,,0,0,-.442151,-3.393204,-4.009874
1,1,0,0,0,1,21.19625,10,11.35296,365,365,899,0,0,0,0,1,,,,,,0,0,.0169354,-.4379708,.6322534
1,1,1,0,1,0,0,.5,.693038,365,365,790,0,16,30,1,,,,,,,0,1,-.5213987,.7882413,
1,1,0,1,0,1,0,3,5.684093,365,365,899,7,1,.4,0,0,,,,,,0,0,2.119576,-.2361714,-.4421465
0,,0,0,1,1,3,9,5.48109,365,365,899,0,1,.4,0,0,,,,,,0,0,.6937484,.8781573,.8718894
1,0,0,1,0,1,8.3125,11.8125,12.9999,365,365,637,0,0,0,0,,,,,,,0,1,-1.952916,-2.922125,
1,1,1,0,1,1,0,1,1.015017,365,365,899,0,0,0,0,0,,,,,,0,0,.7801199,.8467093,.8270898
1,0,0,0,0,1,4.875,3.25,4.618326,365,365,899,0,0,0,0,1,,,,,,0,0,-.791145,-.4596007,1.827613
1,1,0,0,0,1,2,0,0,365,365,899,0,0,0,,,,,,,,0,0,.5884221,,
1,0,1,1,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.888775,,
1,1,0,0,1,0,3.5,9,4.809663,365,365,683,0,0,0,0,,,,,,,0,1,-.2947019,,
1,1,0,0,1,1,8.5,5.5,8.120133,365,365,899,0,0,0,0,0,,,,,,0,0,.3888244,-.3535436,-.6856854
1,1,1,0,1,1,5.6875,18.1875,15.70738,365,365,899,0,0,0,0,0,,,,,,0,0,-.6761401,.0787739,-.1191608
0,,0,0,1,1,5.75,7.5375,9.510706,365,365,899,0,0,0,0,0,,,,,,0,0,.1865497,-1.381535,-1.685498
0,,1,0,1,1,8.1875,1.99375,.8094758,365,365,899,0,0,0,0,0,,,,,,0,0,-2.731089,,
1,0,1,0,0,1,0,0,3.451057,365,365,899,0,0,0,0,0,,,,,,0,0,.529519,.9531609,.7723845
1,1,1,0,1,1,0,0,0,365,365,899,0,0,2.8,0,1,,,,,,0,0,2.912146,1.369573,2.688748
0,,0,0,1,1,9.375,11.01293,11.01293,365,58,58,0,0,0,,,,,,,,1,1,-.2467307,,
1,1,1,1,0,1,3,12,11.79495,365,365,851,0,0,0,1,,,,,,,0,1,-2.160425,-.1185138,
1,1,1,1,0,1,0,0,0,365,365,899,1,0,0,0,,,,,,,0,0,.0153146,-.8671622,
0,,0,0,1,0,9.84375,9.375,10.46736,365,365,899,0,0,0,0,0,,,,,,0,0,.0766311,-.4124182,-.591308
1,1,0,0,1,1,5.367647,0,0,170,198,198,0,10,4,,,,,,,,1,1,1.303884,,
1,0,1,1,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,-1.997883,-1.715792,-2.086792
1,0,0,0,0,0,2.75,9.375,9.13515,365,365,899,0,0,0,0,,,,,,,0,0,.3618413,.1811524,
1,1,0,0,0,1,20.5,11.5,15.83426,365,365,899,6,1,.4,1,1,,,,,,0,0,-1.311278,3.015691,2.034318
0,,0,0,1,1,8,0,0,365,144,144,0,0,0,,,,,,,,1,1,-1.032424,,
1,1,0,1,0,1,6.0625,5.125,5.237486,365,365,899,0,0,0,0,0,,,,,,0,0,.1829382,.4746403,.3595612
1,1,0,0,0,1,15,2,3.04505,365,365,899,0,0,0,0,1,,,,,,0,0,-.2825407,.4509367,1.718532
1,1,0,1,0,1,3.4375,8.25,7.25737,365,365,899,0,0,0,0,0,,,,,,0,0,1.1472,.7121632,.6045758
1,1,0,0,0,1,0,2,.8120133,365,365,899,0,0,0,0,0,,,,,,0,0,1.030496,.0598881,-.0415253
0,,1,0,0,1,20.95,10.3,12.0787,365,365,899,0,0,0,0,0,,,,,,0,0,-.3476962,,
1,1,1,1,0,1,2.5,42.5,29.99374,365,365,899,0,0,0,0,1,,,,,,0,0,-.3239672,.0106796,1.099298
1,1,0,0,0,1,6.5,14.5,7.105117,365,365,899,0,0,0,0,1,,,,,,0,0,-1.198858,-.8604833,.2278216
1,1,0,0,1,1,10.12625,9.33,10.12175,365,365,899,0,0,0,0,0,,,,,,0,0,-2.82855,1.257855,1.234063
0,,0,0,0,1,2,54.5,23.75139,365,365,899,16,0,0,0,0,,,,,,0,0,-1.20147,-3.763054,-4.304085
1,0,0,1,0,1,.375,3,1.21802,365,365,899,0,0,0,0,0,,,,,,0,0,2.283097,.8292646,.8252819
0,,0,0,0,1,1,0,0,365,130,130,0,0,0,,,,,,,,1,1,-.3703457,,
1,1,0,1,0,0,10.6375,17.25,11.59657,365,365,899,0,0,.4,1,1,,,,,,0,0,.7087085,3.144672,2.425361
0,,0,1,0,1,19.125,10.7125,17.62627,365,365,899,0,0,0,0,0,,,,,,0,0,-2.271864,,
1,1,0,1,0,0,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.039588,-1.498229,-1.732819
1,1,0,0,0,1,5.5,9,6.293103,365,365,899,2,0,1.2,0,1,,,,,,0,0,-.5359012,.800382,2.127845
0,,1,1,0,1,0,1,.60901,365,365,899,0,0,0,0,1,,,,,,0,0,-.0879634,.3642263,1.381453
1,1,0,0,0,1,8,27,12.78921,365,365,899,0,0,0,1,1,,,,,,0,0,.1339545,1.810345,1.220565
0,,0,1,0,1,6.5,4,2.291994,365,365,637,0,0,0,0,,,,,,,0,1,-1.595843,-.4494253,
1,1,0,0,0,1,7,3.5,4.060067,365,365,899,30,17,7.2,0,0,,,,,,0,0,.2984788,.0629213,-.1288462
1,1,1,0,1,0,11.25,12.59125,10.8216,365,365,899,0,0,4.8,0,0,,,,,,0,0,-.9787456,-1.742754,-2.247167
1,0,1,0,1,1,0,1.5,.60901,365,365,899,0,0,0,0,0,,,,,,0,0,.7274496,-.7932081,-.997847
1,1,1,1,0,1,6,8.225,14.50459,365,365,899,0,0,0,0,0,,,,,,0,0,-.7279415,-2.395098,-2.891249
1,0,1,1,0,1,9.5,0,0,365,365,899,0,0,0,,,,,,,,0,0,.3383869,,
0,,0,0,0,1,12.5,11,25.52767,365,365,899,0,0,.4,0,0,,,,,,0,0,-.9502861,-1.17179,-1.562178
1,1,0,1,0,1,0,0,0,365,365,637,0,0,0,0,,,,,,,0,1,-.2474251,-3.303098,
1,0,1,0,0,1,0,0,0,365,0,0,61,0,0,,,,,,,,1,1,,,
1,0,0,1,0,1,1.341912,11,8.729143,272,365,899,0,0,0,0,0,,,,,,0,0,1.474117,.2018511,.1036111
1,0,1,0,0,1,0,2,.8120133,365,365,899,0,0,0,0,0,,,,,,0,0,-.2938979,.1747133,.0588439
1,0,1,0,1,1,2.5,4.5,2.842047,365,365,899,0,0,0,1,1,,,,,,0,0,.6099317,2.703449,1.623267
1,0,1,0,0,1,.5214286,1,.4060067,350,365,899,0,0,0,0,0,,,,,,0,0,.8189285,,
0,,0,0,1,1,2.28125,10.90625,12.12945,365,365,899,0,0,0,0,1,,,,,,0,0,-.918957,,
0,,1,0,0,1,12.1875,0,0,365,0,0,0,0,0,,,,,,,,1,1,-.8450415,,
1,0,0,0,1,1,.9375,20.21875,11.8757,365,365,899,0,0,0,0,0,,,,,,0,0,.4085295,,
1,1,1,1,0,1,1,31,17.93185,365,365,631,0,0,0,0,,,,,,,0,1,2.227164,,
1,1,1,0,0,1,8.136943,0,1.82703,314,365,899,0,0,0,0,0,,,,,,0,0,1.271087,1.038373,.8580985
1,1,0,1,0,1,0,0,0,365,365,729,0,0,0,0,,,,,,,0,1,1.458986,-.0943152,
1,1,0,0,0,1,0,0,0,0,365,899,0,0,0,,,,,,,,0,0,,,
0,,0,1,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,-1.275387,-2.008442,-2.384351
1,0,1,0,0,1,2,6.5,7.511124,365,365,899,0,0,0,1,1,,,,,,0,0,.7718014,1.8491,.7840575
0,,0,0,1,1,11,1.5,1.421023,365,365,899,0,0,0,0,0,,,,,,0,0,.0344874,.0734969,-.1288535
0,,1,0,1,1,11.5625,12.61168,13.97266,365,352,352,0,0,0,,,,,,,,1,1,-1.570339,,
1,1,1,1,0,1,9.59375,7.71875,13.65197,365,365,899,0,0,0,0,1,,,,,,0,0,-1.652428,,
1,0,0,1,0,0,17.5,12.5,5.455715,365,365,899,0,0,0,0,1,,,,,,0,0,-2.061351,.8286601,2.091662
1,0,1,0,1,1,10.5,11.25,12.05332,365,365,899,0,0,0,0,0,,,,,,0,0,-1.954881,-1.852366,-2.33004
1,1,1,1,0,1,14,12,7.0418,365,365,622,10,5,6.8,0,,,,,,,0,1,-2.81717,-1.406526,
0,,0,0,1,1,2.5,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,-.0996075,,
1,1,0,0,1,1,9.625,3.28125,5.519153,365,365,899,0,0,0,1,1,,,,,,0,0,-.0016461,3.388849,2.74678
1,1,1,0,1,1,0,1,.4853723,365,365,752,0,0,29.2,0,,,,,,,0,1,-.9985548,-2.761922,
1,1,0,0,1,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.705627,-.2178838,-.3310516
0,,0,0,0,0,10.61533,4.432143,4.432143,349,350,350,1,0,0,,,,,,,,1,1,-1.088329,,
1,1,0,0,1,1,2,0,0,365,365,899,0,0,0,1,1,,,,,,0,0,.8860893,2.521286,1.505151
1,0,1,0,1,1,0,5,4.669077,365,365,899,0,0,0,0,1,,,,,,0,0,1.889717,,
1,1,1,0,1,1,1.40625,7.4375,4.237695,365,365,899,16,11,21.2,1,1,,,,,,0,0,1.3911,3.240204,2.327189
0,,0,1,0,1,11,0,0,365,365,899,0,0,0,,,,,,,,0,0,-2.037624,,
1,0,0,1,0,1,13.9375,8.9125,11.44431,365,365,899,0,0,0,0,0,,,,,,0,0,-1.8947,,
0,,1,1,0,1,0,0,0,365,365,899,1,0,0,0,0,,,,,,0,0,2.021018,,
0,,0,1,0,1,1,4.5,7.30812,365,365,899,141,134,127.6,0,0,,,,,,0,0,-.486676,.9131336,.3020762
1,1,0,0,0,0,11.3125,13.1875,12.58621,365,365,899,0,0,0,0,0,,,,,,0,0,-1.082128,,
1,1,0,0,0,1,6.5,0,0,365,171,171,0,0,0,,,,,,,,1,1,.2258503,,
1,0,0,1,0,1,4,8.53125,8.564203,365,365,899,0,0,0,0,0,,,,,,0,0,.2483376,1.366022,1.310587
1,0,0,0,0,1,8,32,22.93938,365,365,899,0,0,0,0,0,,,,,,0,0,-1.387621,-2.342158,-2.644103
0,,1,0,0,0,0,0,0,365,365,899,0,0,0,1,1,,,,,,0,0,.5793193,3.916287,2.689048
0,,1,0,0,0,0,0,0,365,365,781,0,15,10,0,,,,,,,0,1,2.179374,,
1,0,1,0,0,1,8.6125,10.7375,11.07891,365,365,899,0,0,0,1,1,,,,,,0,0,-1.021534,1.384238,.4780825
1,1,0,0,1,1,3.6875,1.8125,2.068096,365,365,899,0,0,0,1,1,,,,,,0,0,.2881315,1.444221,.3994827
1,1,0,1,0,1,11.75,13.84375,12.24124,365,365,724,0,0,0,1,,,,,,,0,1,-.2826718,1.282466,
1,1,1,0,1,0,9.5625,8.75,8.272386,365,365,899,0,0,0,0,0,,,,,,0,0,-.3293472,-.433662,-.5139209
0,,1,0,1,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,.657663,,
1,1,0,0,1,0,0,7.5,12.37235,90,365,732,0,0,0,0,,,,,,,0,1,1.306442,-1.03263,
1,1,1,0,1,1,7,8,5.887097,365,365,899,0,0,0,0,1,,,,,,0,0,-.8502218,-1.834122,-.9954763
0,,1,0,0,1,2.7625,5.35,5.673944,365,365,899,1,0,0,0,0,,,,,,0,0,.3994964,-.8901963,-1.140479
0,,0,0,1,1,11.59,8.1875,10.15017,365,365,899,0,0,0,0,0,,,,,,0,0,-.9647142,1.267783,1.233835
0,,1,0,1,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,.2601122,,
0,,0,1,0,1,5,2,2.43604,365,365,899,1,0,0,0,1,,,,,,0,0,.1769814,-1.280659,-.3224488
