treat,hra_c_yr1,male,age50,age37_49,white,sickleave_0815_0716,sickleave_0816_0717,sickleave_0816_0119,sickdays_eligible_0815_0716,sickdays_eligible_0816_0717,sickdays_eligible_0816_0119,gym_0815_0716,gym_0816_0717,gym_0816_0119,promotion_0616_0717,promotion_0616_0119,titleChange_0616_0717,titleChange_0616_0119,salaryRaise_0616_0717,salaryRaise_0616_0119,salary_0616,terminated_0717,terminated_0119,prod_index_yr0,prod_index_yr1,prod_index_yr2
1,1,1,0,0,1,0,0,0,365,365,899,3,0,12.8,0,0,,,,,,0,0,3.171314,-.1214158,-.2772595
1,1,0,0,1,1,16,5,4.87208,365,365,899,0,0,.4,0,0,,,,,,0,0,-.3592443,1.332124,1.271033
0,,0,0,0,1,5.775,12.8375,20.32165,365,365,899,0,0,0,0,1,,,,,,0,0,-.6599296,-.5438873,.5658612
1,0,0,0,1,0,2,56,24.5634,365,365,899,0,0,0,0,0,,,,,,0,0,-1.860558,-1.836659,-1.892139
1,1,0,0,1,1,1.881443,0,0,97,107,107,0,0,0,,,,,,,,1,1,-.421488,,
1,1,1,0,0,1,4,1,.8528038,365,365,428,1,0,0,0,,,,,,,0,1,.4019673,-1.640403,
1,0,1,1,0,1,14,12.5,9.13515,365,365,899,0,0,0,0,0,,,,,,0,0,-1.903712,,
1,0,1,1,0,1,1.875,5.625,6.0901,365,365,899,0,0,0,0,0,,,,,,0,0,-.1837869,-2.493993,-2.985669
1,0,1,0,1,0,3.5,3.5,4.466074,365,365,899,0,0,0,0,,,,,,,0,0,.5882058,,
0,,0,1,0,1,5,0,.4060067,365,365,899,0,0,0,0,0,,,,,,0,0,.6201724,.2417496,.1536914
1,1,1,0,1,1,9,7,2.842047,365,365,899,0,0,0,0,0,,,,,,0,0,.8419857,-.7586823,-1.370683
1,0,1,0,1,1,12,10,12.71308,365,365,899,0,0,0,0,1,,,,,,0,0,-.0524431,.1368706,1.282337
1,0,0,0,1,1,0,4.6875,2.207661,365,365,899,0,0,0,0,0,,,,,,0,0,1.34585,,
0,,0,0,1,1,24,12.5,10.15017,365,365,899,0,0,0,0,0,,,,,,0,0,-.7740798,.6411948,.6781252
1,0,1,0,1,1,9.375,11.71875,8.944835,365,365,899,0,0,0,0,0,,,,,,0,0,1.040454,.2251115,.1650519
1,1,0,0,0,1,3.28125,1.875,3.806313,365,365,899,0,0,0,0,1,,,,,,0,0,-1.285306,-.8631021,.2266072
0,,1,0,0,1,5.0625,10.3375,9.754311,365,365,899,0,0,0,0,0,,,,,,0,0,.1908082,-.5217807,-.6695691
0,,0,1,0,1,12.6875,9.4375,8.018632,365,365,899,0,0,0,0,0,,,,,,0,0,-.187192,1.047184,.869899
0,,1,0,0,1,15,15,10.55617,365,365,899,0,0,0,0,0,,,,,,0,0,-.8495106,-.3517067,-.5124925
1,1,0,1,0,1,7.6875,11.075,12.88208,365,365,899,0,0,0,0,0,,,,,,0,0,-.0879875,-.6909087,-.9831786
0,,0,0,1,1,10.0625,11.6875,11.95842,365,365,899,0,0,0,0,0,,,,,,0,0,-.1854893,-.2979016,-.4648023
1,0,0,1,0,1,8.98125,24.7875,12.34768,365,365,899,0,0,0,0,1,,,,,,0,0,.1891195,.621992,2.008333
0,,0,0,0,1,1.9125,2.875,19.17366,365,365,899,0,0,.8,0,0,,,,,,0,0,.3478496,,
1,1,1,0,1,1,9.5,9,4.87208,365,365,899,34,61,33.2,0,0,,,,,,0,0,-1.276768,-2.498064,-2.972605
1,1,0,0,1,1,11.25,.46875,3.04505,365,365,899,0,0,0,0,0,,,,,,0,0,.7719857,.8510178,.858911
1,1,0,0,1,1,2.5,2,1.21802,365,365,899,0,0,0,1,1,,,,,,0,0,.0116832,2.392397,1.379223
0,,0,1,0,1,0,.9375,.3806313,365,365,899,77,90,102.8,0,0,,,,,,0,0,-.2482804,-1.433902,-1.78823
1,1,1,1,0,1,6.5,17,8.729143,365,365,899,0,0,0,0,1,,,,,,0,0,-.482172,.5519336,1.76338
1,1,0,0,0,1,4,0,0,365,198,198,0,0,0,,,,,,,,1,1,-1.676136,,
1,0,1,1,0,1,1.35,3.7,2.496941,365,365,899,0,0,0,0,0,,,,,,0,0,-.3910207,-1.44898,-1.707391
1,0,0,0,0,0,3,1.5,1.015017,365,365,899,0,0,0,0,0,,,,,,0,0,-1.681772,-2.414961,-3.081694
0,,1,0,1,1,9.5,13.1,11.94167,365,365,899,0,0,0,1,1,,,,,,0,0,-1.883536,,
1,1,0,0,0,1,35,25,13.80423,365,365,899,0,0,0,0,1,,,,,,0,0,-.9787927,.2344706,1.627879
1,0,1,1,0,1,0,13.98136,13.98136,365,295,295,0,0,0,,,,,,,,1,1,.7358607,,
1,0,0,1,0,1,11.5,8,7.392405,365,365,395,0,0,0,0,,,,,,,0,1,.6116439,.0609361,
1,1,0,0,1,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,2.203333,,
1,1,0,0,1,1,9.1875,11.86875,9.538619,365,365,899,0,0,0,1,1,,,,,,0,0,-.8293665,2.865872,2.081224
1,0,0,1,0,1,10.5,5.5,6.69911,365,365,899,0,0,0,0,0,,,,,,0,0,.053342,.9087045,.8610103
0,,0,0,1,1,7,10.5,6.293103,365,365,899,0,0,0,0,1,,,,,,0,0,-.5252883,-.4919275,.5633472
0,,1,0,0,1,0,1.5,.60901,178,365,899,0,0,0,0,0,,,,,,0,0,.8022181,,
1,0,1,0,1,1,5,6.5,10.55617,365,365,899,0,0,0,0,0,,,,,,0,0,.5208061,,
0,,0,0,0,1,1.140625,0,4.551122,160,365,802,0,0,0,0,,,,,,,0,1,1.229808,.322881,
1,0,0,0,0,0,8.8125,10.9375,10.91143,365,365,899,0,0,0,0,1,,,,,,0,0,.7595028,,
1,1,1,0,1,1,12.2625,8.9875,11.16518,365,365,899,0,0,0,0,1,,,,,,0,0,-1.022836,.2075819,1.240387
1,0,1,1,0,1,12.4375,16.375,14.94612,365,365,899,0,0,0,0,0,,,,,,0,0,1.031501,,
1,0,0,0,1,1,1,7,4.466074,365,365,899,0,0,.4,0,1,,,,,,0,0,1.589788,1.554975,3.145623
1,0,0,0,0,0,0,0,0,45,333,333,0,0,0,,,,,,,,1,1,,,
1,1,0,0,1,0,9,10.5,8.323137,365,365,899,0,0,0,0,1,,,,,,0,0,1.139001,.2087882,1.393769
1,1,0,0,0,0,13,0,0,365,365,899,0,0,0,0,,,,,,,0,0,-.322954,-2.189909,
1,0,1,0,1,1,0,0,0,365,365,899,60,22,34,0,0,,,,,,0,0,1.41727,-.9104758,-1.137759
1,0,1,1,0,1,16.8875,6.95,7.110192,365,365,899,0,0,0,1,1,,,,,,0,0,-1.413281,2.181793,1.352108
1,1,0,1,0,1,7,3,1.421023,365,365,899,0,0,0,0,0,,,,,,0,0,.3456967,.8292601,.8451193
0,,0,0,1,1,5,7.15,10.85706,365,365,648,0,0,0,0,,,,,,,0,1,.9409281,-.5551636,
0,,1,1,0,1,.9375,1.875,1.141894,365,365,899,0,0,0,0,0,,,,,,0,0,.6398136,.7761514,.6425385
0,,1,0,1,1,7.5,9,7.511124,365,365,899,0,1,.4,0,0,,,,,,0,0,-.7476443,.3447403,.1052968
1,1,1,0,1,1,5.25,0,0,365,318,318,0,1,.4,,,,,,,,1,1,-.6376714,,
1,0,1,0,0,1,0,0,0,365,365,728,0,0,0,0,,,,,,,0,1,1.32214,,
1,1,1,0,0,1,22.875,15.5,15.276,365,365,899,0,0,0,0,0,,,,,,0,0,.1484563,.2292335,-.0034752
0,,0,0,0,0,0,0,.8120133,365,365,899,109,88,72,0,0,,,,,,0,0,.8028574,.4345373,.1786719
1,0,1,1,0,1,0,4,2.842047,365,365,899,0,0,0,0,0,,,,,,0,0,.684342,,
1,1,0,1,0,1,1.5,1,.4060067,365,365,899,114,139,121.2,0,0,,,,,,0,0,3.017305,.6358261,.5624714
1,0,0,0,1,1,12.25,13.5625,12.73846,365,365,899,0,0,0,0,0,,,,,,0,0,-.2119093,-3.128422,-3.633346
1,0,0,0,0,1,0,0,0,350,365,899,0,0,3.6,1,1,,,,,,0,0,.9001806,.9702865,-.3559825
1,0,1,0,1,1,1,.5,6.496107,365,365,899,0,0,0,0,0,,,,,,0,0,.9769861,-.1825895,-.4206702
0,,1,0,0,0,0,0,.4060067,365,365,899,0,0,0,1,1,,,,,,0,0,1.293737,5.267198,3.529246
0,,0,0,0,0,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.986826,,
1,1,0,1,0,1,1,4.5,3.451057,365,365,899,0,0,0,0,,,,,,,0,0,-.2167167,-2.000975,
0,,1,0,0,1,5.9375,22.75,15.78351,365,365,899,0,0,0,0,1,,,,,,0,0,.8035568,-1.029569,.2073992
1,0,1,0,0,1,1.285211,2,1.421023,284,365,899,0,0,0,0,1,,,,,,0,0,.4950938,.2628382,1.358961
0,,0,1,0,1,0,0,0,365,365,899,164,7,2.8,0,0,,,,,,0,0,.9723435,-1.958621,-1.785201
1,0,0,1,0,1,10.5,12,10.75918,365,365,899,0,0,0,1,1,,,,,,0,0,-.7547636,2.053826,1.234766
0,,0,0,0,1,12,0,5.075083,365,365,899,0,0,0,1,1,,,,,,0,0,-2.042825,1.240134,.1890851
1,1,0,0,1,1,15.3125,4,4.212319,365,365,899,0,0,.4,0,0,,,,,,0,0,-.1898424,.3462897,.1170093
1,1,0,0,0,1,5,6.5,6.210733,365,365,382,0,0,0,0,,,,,,,0,1,-.5685896,-3.252879,
0,,1,0,1,0,0,0,0,365,365,830,0,0,0,0,,,,,,,0,1,.4343354,-.7907365,
1,0,0,1,0,0,10.8125,11.0625,10.68305,365,365,899,0,0,0,0,0,,,,,,0,0,-.0430226,,
0,,0,0,0,1,0,0,0,365,0,0,0,0,0,,,,,,,,1,1,-.5558456,,
0,,1,1,0,1,11.1875,13.5375,8.302836,365,365,899,0,0,.4,0,0,,,,,,0,0,.2927951,,
1,0,1,0,0,1,5,7.5,14.63904,365,365,748,1,60,24,1,,,,,,,0,1,-.4766391,2.254294,
1,1,0,0,0,0,6.228669,13.5,8.75222,293,365,563,0,0,0,0,,,,,,,0,1,-.5562156,-1.613833,
1,1,1,1,0,1,23.375,16.85777,16.85777,365,272,272,0,9,3.6,,,,,,,,1,1,-3.310929,,
1,1,0,0,1,1,3.876634,5.1875,7.394396,153,365,899,13,60,27.6,1,1,,,,,,0,0,.1517716,2.224807,1.308422
0,,1,0,1,1,0,0,0,212,365,899,0,0,0,,,,,,,,0,0,,,
1,1,0,0,1,1,11.625,12.25,11.06368,365,365,899,0,0,0,0,0,,,,,,0,0,-.9377793,-1.202051,-1.413158
1,1,1,1,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,2.300067,.5332823,.429308
1,1,1,0,0,1,12.8375,11.775,11.31236,365,365,899,1,0,0,0,0,,,,,,0,0,-.8819747,-.9803448,-1.226047
1,0,1,0,0,1,7.5,7,5.48109,365,365,899,0,0,0,0,1,,,,,,0,0,.2320271,,
1,1,0,0,1,0,11.5,6.5,5.278087,365,365,899,0,0,0,0,0,,,,,,0,0,-.4669809,-.5208142,-.704612
1,0,1,0,1,1,0,0,0,365,365,899,8,7,8.4,0,1,,,,,,0,0,1.429487,,
1,0,1,0,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,.9080868,-.8345066,-1.060168
1,1,1,0,1,1,3.5,0,2.639043,365,365,899,0,0,0,1,1,,,,,,0,0,-.4375284,.9499842,-.3191578
1,1,0,0,1,1,2,2,1.82703,365,365,899,9,12,5.6,0,1,,,,,,0,0,1.315843,,
1,1,1,0,0,1,3,5,3.451057,365,365,899,17,48,48,0,1,,,,,,0,0,.6504043,.2466503,1.617279
1,0,1,0,0,0,0,0,0,365,365,498,0,1,.4,0,,,,,,,0,1,.4530818,,
0,,1,0,0,1,7,7,6.0901,365,365,899,0,0,0,0,0,,,,,,0,0,-2.347202,-1.558851,-1.850008
0,,0,0,0,1,14.25,14.5,9.744161,365,365,899,0,0,0,1,1,,,,,,0,0,.6273569,1.624219,.8418504
1,1,1,0,0,0,0,0,0,365,60,60,130,5,2,,,,,,,,1,1,1.394597,,
0,,0,0,0,1,9,11.5,11.5208,365,365,697,0,0,0,0,,,,,,,0,1,-.1271031,-3.076003,
0,,0,1,0,1,4.113729,11.625,12.00257,244,365,899,0,0,0,0,0,,,,,,0,0,-.3890815,-.9991472,-1.087045
0,,1,0,0,1,11.25,11.425,11.82494,365,365,899,0,0,0,0,0,,,,,,0,0,1.206042,-2.730577,-3.185277
1,1,0,1,0,1,16,16.5,19.48984,365,365,899,0,0,0,0,0,,,,,,0,0,-2.226586,-.7934958,-1.22817
1,1,0,1,0,1,27.75625,16.59909,16.59909,365,152,152,0,0,0,,,,,,,,1,1,-1.814896,,
1,1,0,0,1,0,7.5,17.5,13.60122,365,365,899,0,0,0,0,0,,,,,,0,0,1.10959,1.19527,1.17545
0,,0,0,0,0,18.52239,4,11.77419,335,365,899,10,0,0,1,1,,,,,,0,0,-.1412999,,
1,0,0,0,0,0,2,0,0,365,318,318,0,0,0,,,,,,,,1,1,-1.475948,,
1,1,0,0,1,1,5,6.5,4.466074,365,365,899,73,79,79.6,0,0,,,,,,0,0,1.311433,-.7899768,-1.052161
1,1,0,0,0,1,13.5,11.5,9.744161,365,365,899,0,0,.8,0,1,,,,,,0,0,-1.002526,-.9758481,.005398
0,,0,0,0,1,1.5,4,3.501199,365,365,417,55,24,11.6,0,,,,,,,0,1,-1.101552,-2.437186,
0,,0,0,0,0,17.24625,10.9475,11.29881,365,365,620,0,0,0,1,,,,,,,0,1,-1.48927,-.0521339,
0,,0,1,0,1,1,1,.4060067,365,365,899,118,160,131.6,0,0,,,,,,0,0,2.516721,-.8158596,-1.016248
1,0,1,1,0,1,4.5,2.9375,7.028991,365,365,899,0,0,0,0,1,,,,,,0,0,1.336727,,
1,1,1,0,0,1,0,0,0,365,365,899,0,0,0,0,1,,,,,,0,0,.6472631,-1.961694,-.82919
0,,0,1,0,0,8,0,0,365,365,366,0,0,0,,,,,,,,1,1,-2.328889,,
1,1,0,0,1,0,1.5,7.5,4.060067,365,365,899,42,37,44.4,1,1,,,,,,0,0,1.196457,3.465955,2.65752
1,1,1,1,0,0,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.69792,.5367657,.4064311
0,,1,0,0,1,7,0,0,365,339,339,0,0,0,,,,,,,,1,1,-.773769,,
1,1,1,0,1,1,8.225,17.0875,13.92603,365,365,899,0,0,0,0,0,,,,,,0,0,.6040167,.0265899,-.0082113
1,1,0,0,1,1,5.15625,12.1875,11.22862,365,365,899,0,0,0,0,0,,,,,,0,0,-.4397574,.3115695,.2211391
1,1,1,0,0,0,1,6,3.343511,365,365,655,8,15,7.6,1,,,,,,,0,1,-.4565511,1.338331,
0,,0,1,0,1,9.7,70.46528,70.46528,365,18,18,0,0,0,,,,,,,,1,1,-1.256077,,
0,,0,0,0,1,.9375,2.534722,2.534722,365,270,270,0,0,0,,,,,,,,1,1,-.5966342,,
1,1,0,0,0,1,11.77419,7,6.496107,279,365,899,0,0,0,0,0,,,,,,0,0,.1402192,-1.448344,-1.853776
1,0,1,0,0,1,0,0,0,365,296,296,0,0,0,,,,,,,,1,1,.6173134,,
1,0,0,1,0,1,6.5625,12.74441,12.74441,365,179,179,0,0,0,,,,,,,,1,1,-1.014012,,
0,,1,0,1,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.719452,1.296262,1.313836
1,1,1,0,0,1,11.5,11.5,10.8183,365,365,388,1,0,0,0,,,,,,,0,1,-.5025318,-1.477153,
1,0,0,0,0,0,7.675234,11.9375,12.29439,321,365,899,0,0,0,0,0,,,,,,0,0,-.9449592,-.9556485,-1.198911
0,,1,0,0,0,0,1,.8120133,365,365,899,0,0,0,0,0,,,,,,0,0,1.343812,-3.575177,-4.202771
0,,0,1,0,1,16.5375,3,10.65767,365,365,899,0,0,.4,0,0,,,,,,0,0,-1.385188,.84595,.8039843
1,1,0,0,1,1,6,3,2.43604,365,365,899,0,0,0,1,1,,,,,,0,0,.4253671,2.7347,1.964557
1,0,1,0,1,1,6,5.5,3.146552,365,365,899,0,0,0,0,0,,,,,,0,0,.8690885,-1.925765,-2.333302
0,,0,1,0,1,18,0,0,365,333,333,0,0,0,,,,,,,,1,1,-2.270141,,
0,,0,0,0,1,6.25,0,0,365,0,0,1,0,0,,,,,,,,1,1,,,
0,,0,0,1,1,9,8.5,5.887097,365,365,899,0,0,0,0,0,,,,,,0,0,.9688754,-.1511562,-.3250829
0,,0,1,0,1,0,2,2.842047,365,365,899,0,0,0,0,0,,,,,,0,0,1.760998,,
1,1,1,0,1,1,0,0,1.21802,160,365,899,0,0,0,0,0,,,,,,0,0,.5468113,1.54599,1.408681
1,1,0,0,1,0,10.795,9.2925,3.772817,365,365,899,1,0,.8,0,0,,,,,,0,0,-2.798235,-3.566618,-4.161098
0,,0,0,1,0,11,3.5,1.956355,365,365,653,262,235,177.6,0,,,,,,,0,1,-.0485559,,
0,,0,0,0,1,7.0875,13.75,16.37222,365,365,899,0,0,0,0,0,,,,,,0,0,-.7775301,-.470676,-.7770027
1,0,1,0,1,1,11,5.5,2.233037,365,365,899,13,0,0,0,1,,,,,,0,0,-1.694787,-4.046539,-3.204859
1,1,0,0,0,0,0,0,0,365,365,389,0,0,0,0,,,,,,,0,1,-.3292775,,
1,0,1,1,0,1,1.5,1,1.421023,365,365,899,0,0,.4,0,0,,,,,,0,0,.2705935,,
0,,0,0,0,1,11.425,26.90705,26.90705,365,39,39,0,0,0,,,,,,,,1,1,-.2610232,,
1,0,1,0,0,1,3.5,5.5,16.44327,365,365,899,0,0,0,0,0,,,,,,0,0,-1.527358,-.2262191,-.5041953
0,,1,1,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.15288,,
0,,1,0,1,0,0,0,0,365,365,899,179,272,279.2,0,1,,,,,,0,0,3.991806,,
1,1,0,0,0,1,0,0,0,365,365,899,0,0,0,1,1,,,,,,0,0,.6172454,2.671406,1.80122
1,1,1,0,0,0,18.5,16,13.19522,365,365,899,1,33,28,0,0,,,,,,0,0,-2.368005,-3.005403,-3.694112
0,,1,1,0,1,0,3,2.43604,365,365,899,0,0,0,0,1,,,,,,0,0,2.485264,-.7594208,.2054412
1,0,0,0,0,1,0,1.5,.60901,365,365,899,0,0,0,1,1,,,,,,0,0,1.452172,,
1,1,0,0,0,1,1,4,12.1802,365,365,899,0,0,0,0,1,,,,,,0,0,1.239774,.8253559,2.066514
1,1,0,1,0,0,3.5,2.5,2.43604,365,365,899,1,0,0,0,0,,,,,,0,0,1.235992,.6295753,.5378158
1,1,0,1,0,1,1.40625,2.8125,3.491709,365,365,882,103,95,97.2,0,,,,,,,0,1,.7557775,.258606,
1,1,0,1,0,1,8.0625,16.875,13.63929,365,365,899,0,0,0,0,0,,,,,,0,0,-.8385962,-2.690442,-3.099503
0,,1,1,0,1,1,1,1.21802,365,365,899,0,0,0,0,0,,,,,,0,0,1.030371,,
1,0,1,0,0,1,0,0,.5075083,173,365,899,0,0,0,0,0,,,,,,0,0,2.120318,1.74423,1.563344
1,1,0,0,1,1,8.5,2,2.030033,365,365,899,0,0,0,0,0,,,,,,0,0,.1287601,.4519949,.335998
1,1,0,0,0,1,0,0,0,181,364,364,0,0,0,,,,,,,,1,1,.6876795,,
1,1,0,0,0,0,0,33.5,20.04994,365,365,801,0,0,0,1,,,,,,,0,1,-1.134711,-.8278334,
1,1,0,0,0,1,2.050562,12.65726,12.65726,178,155,155,0,0,0,,,,,,,,1,1,.2932914,,
1,0,1,1,0,1,18,43,30.4505,365,365,899,0,0,0,0,,,,,,,0,0,-.4832543,,
1,1,1,0,0,1,0,0,0,55,347,347,0,3,1.2,,,,,,,,1,1,,,
0,,1,0,0,1,4,3,2.04291,365,365,536,5,0,.4,0,,,,,,,0,1,1.312172,,
1,0,1,0,1,0,4,0,0,365,318,318,0,0,0,,,,,,,,1,1,-.1258525,,
1,1,0,0,1,1,6,.5,2.994299,365,365,899,0,0,0,1,1,,,,,,0,0,.3489599,2.458391,1.444288
1,1,1,0,1,0,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,2.661598,.9395179,.8042935
1,1,0,0,1,1,19.4375,12.05635,12.05635,365,193,193,0,0,0,,,,,,,,1,1,-2.430292,,
0,,1,0,0,1,0,0,0,118,365,899,0,0,0,0,0,,,,,,0,0,2.770478,1.325161,1.318731
1,0,0,0,1,1,5,3,3.65406,365,365,899,1,5,7.6,0,0,,,,,,0,0,1.975678,-.632418,-.9921292
1,0,1,1,0,1,0,0,0,365,365,713,0,0,0,0,,,,,,,0,1,1.943482,,
0,,0,1,0,1,10.8125,9.19375,8.569279,365,365,899,0,0,0,0,1,,,,,,0,0,-.0271749,1.363633,2.68868
1,1,1,0,1,1,8.0625,8.25,12.63696,365,365,899,0,0,0,0,0,,,,,,0,0,1.336371,,
0,,0,0,0,1,0,0,.4060067,13,365,899,0,0,0,,,,,,,,0,0,,,
1,1,1,1,0,1,1,2,.8120133,365,365,899,0,0,0,0,0,,,,,,0,0,3.658653,1.076174,1.145709
1,1,1,1,0,1,9.1875,9.8125,13.75348,365,365,899,0,0,0,0,0,,,,,,0,0,.2411631,-.2226648,-.4540294
0,,0,1,0,1,0,0,0,365,303,303,0,0,0,,,,,,,,1,1,-.1194273,,
1,1,1,0,0,1,1.5,3.5,6.242352,365,365,899,0,0,0,0,1,,,,,,0,0,-1.534706,-3.55857,-3.214905
0,,0,1,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,-1.232678,-.7418444,-1.01764
1,0,0,1,0,1,8.4,7.9375,9.754311,365,365,899,18,30,21.2,0,0,,,,,,0,0,-.7629596,-.3187644,-.6335706
0,,1,0,1,1,1,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.324534,.9782361,.9311351
0,,0,1,0,1,11.3625,10.6375,11.63717,365,365,899,0,0,0,0,1,,,,,,0,0,-.187185,-1.260754,-.2861896
0,,1,0,0,1,3.5,1,1.21802,365,365,899,26,91,81.6,1,1,,,,,,0,0,.465048,3.996913,3.00017
1,1,1,0,1,1,17,15.5,17.66129,365,365,899,0,0,0,1,1,,,,,,0,0,-2.820739,-.6208013,-1.886939
0,,1,1,0,0,29.875,0,0,365,197,197,0,0,0,,,,,,,,1,1,-1.813941,,
1,0,0,0,0,1,29,20.5,8.323137,365,365,899,0,0,0,0,,,,,,,0,0,-.13269,.5159245,
1,0,0,0,0,1,0,0,0,160,365,739,0,0,0,0,,,,,,,0,1,2.228678,-.2854339,
1,0,0,0,1,1,0,0,0,365,0,0,0,0,0,,,,,,,,1,1,-.0690654,,
1,1,0,0,0,1,5.84375,3.46875,6.775237,365,365,899,0,0,0,0,0,,,,,,0,0,.1325794,.1941393,.1189301
1,0,0,0,1,1,4.5,0,2.030033,365,365,899,0,0,0,0,0,,,,,,0,0,.1659185,-.2918506,-.5722274
1,1,0,0,0,1,0,0,0,365,170,170,0,0,0,,,,,,,,1,1,-1.425457,,
1,0,1,1,0,0,2.5,4,1.624027,365,365,899,0,1,.4,0,0,,,,,,0,0,.5246415,.8201846,.8046748
1,1,1,0,1,1,5.025,4.007601,4.007601,365,74,74,0,0,0,,,,,,,,1,1,-1.719651,,
0,,1,1,0,1,1.042857,0,.4060067,350,365,899,0,0,0,0,0,,,,,,0,0,-.035016,,
0,,0,1,0,1,2,0,0,365,365,899,0,0,0,,,,,,,,0,0,-.0374903,,
0,,1,1,0,1,0,0,0,365,365,899,0,95,99.6,0,0,,,,,,0,0,3.82699,.1707017,.0654476
1,0,0,0,0,1,0,0,0,350,365,744,0,0,0,0,,,,,,,0,1,-.5074745,-1.7909,
0,,0,0,1,1,14.6875,10.5,12.51008,365,365,899,0,0,0,0,0,,,,,,0,0,-2.38477,.5913002,.450849
1,1,0,0,0,1,7,0,0,365,226,226,0,0,0,,,,,,,,1,1,.1311436,,
1,0,1,0,1,0,4.0625,15.0375,10.16539,365,365,899,0,0,0,0,0,,,,,,0,0,-.5896755,,
1,0,0,0,1,0,22,3.5,4.669077,365,365,899,0,0,0,0,0,,,,,,0,0,-1.493818,,
1,1,0,0,0,1,6.5,0,1.421023,365,365,899,0,0,0,1,1,,,,,,0,0,-1.212424,-.8475,-2.159481
0,,1,1,0,1,0,0,.913515,365,365,899,0,0,0,0,0,,,,,,0,0,3.583819,.9394866,.8989078
1,0,0,0,0,1,6,45.5,23.14238,365,365,899,0,0,0,0,0,,,,,,0,0,.4939331,.9712397,1.102946
0,,1,0,0,1,3,5.5,8.52614,365,365,899,0,0,0,1,1,,,,,,0,0,-.1057839,,
0,,0,0,0,1,4,1.5,21.11235,365,365,899,0,0,23.6,1,1,,,,,,0,0,.5752696,,
0,,0,0,1,1,4.625,11.0625,11.74882,365,365,899,0,0,0,0,0,,,,,,0,0,.1559488,.7415813,.7311158
1,1,1,0,1,1,6,3.5,4.060067,365,365,899,0,0,0,1,1,,,,,,0,0,-2.046575,-.2994195,-1.482652
1,0,0,1,0,1,7.5,22.4375,14.18486,365,365,899,0,0,0,0,0,,,,,,0,0,1.229878,.547077,.5022168
1,1,1,0,1,1,9.5,10,7.511124,365,365,899,0,0,0,0,0,,,,,,0,0,-1.087526,-2.564629,-2.976124
0,,1,0,1,1,5,7.5,6.496107,365,365,899,0,0,0,1,1,,,,,,0,0,1.43958,,
0,,1,0,1,1,0,3,1.624027,365,365,899,0,0,0,0,1,,,,,,0,0,1.782929,1.335526,2.624567
0,,1,0,1,1,1,7,4.87208,365,365,899,141,100,101.6,1,1,,,,,,0,0,.8364561,,
1,1,0,0,1,1,3,3,2.842047,365,365,899,0,0,0,0,0,,,,,,0,0,1.440674,.9562559,.9117242
1,1,1,0,0,0,0,2,.8120133,365,365,899,13,26,10.8,0,0,,,,,,0,0,.7418595,.915686,.7763721
1,1,1,0,1,1,1,1.5,3.451057,365,365,899,0,0,.4,0,0,,,,,,0,0,-.524116,-.7564831,-.9708529
0,,0,1,0,1,9.125,3.75,2.537542,365,365,899,0,0,0,0,0,,,,,,0,0,-.1001301,-.7833554,-1.012939
1,0,0,1,0,1,10.7375,8.703347,8.703347,365,211,211,0,0,0,,,,,,,,1,1,-.9310692,,
1,0,1,1,0,1,8.342857,0,0,350,14,14,0,0,0,,,,,,,,1,1,-.7792826,,
1,1,0,0,0,1,15.96875,4.78125,2.49308,365,365,700,0,0,0,1,,,,,,,0,1,-1.094282,1.823016,
1,1,0,1,0,1,6.75,10.09375,20.78247,365,365,899,44,38,39.2,0,0,,,,,,0,0,.1982159,,
1,0,0,0,0,1,.8852612,.4375,2.385289,335,365,899,0,0,0,0,0,,,,,,0,0,-.4680187,.7733858,.6088033
1,0,0,0,1,1,11.59375,10.37,16.33466,365,365,899,0,0,0,0,0,,,,,,0,0,-.2606265,-2.928443,-3.6328
0,,0,0,1,1,9,10,7.714127,365,365,899,0,0,0,0,0,,,,,,0,0,.3960769,-.164243,-.3414246
1,0,1,0,0,1,10.1875,18.5,18.98081,365,365,899,0,0,0,0,0,,,,,,0,0,-.8524105,,
1,0,0,1,0,1,3.9375,6.6875,5.506465,365,365,899,0,0,0,0,0,,,,,,0,0,.1621033,,
1,0,1,0,1,1,0,0,0,365,365,899,0,0,0,0,1,,,,,,0,0,.8509908,,
0,,1,1,0,1,1,0,0,365,365,668,0,0,0,0,,,,,,,0,1,-1.371368,-1.927982,
1,0,0,0,1,0,21,0,0,365,90,90,0,0,0,,,,,,,,1,1,-1.428928,,
0,,0,0,1,1,6.5625,2.8125,4.948206,365,365,899,0,0,0,0,0,,,,,,0,0,-.440139,-.925954,-1.210756
1,1,0,0,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,.8290129,.3741572,.3176339
